1;Top Gun: Maverick;130;Action;2022;https://images.thalia.media/00/-/66fb4f34ed3443b38b0545886fdc6ef4/top-gun-maverick-dvd-tom-cruise.jpeg;Nach dreißig Dienstjahren als einer der besten Flieger der Navy geht Pete Mitchell als mutiger Testpilot an seine Grenzen und entzieht sich der Beförderung, die ihm das Fliegen unmöglich machen würden.

2;Forrest Gump;136;Drama;1994;https://images.thalia.media/00/-/06c0890a397a45e0892679e155edb39e/forrest-gump-dvd-tom-hanks.jpeg;Forrest Gump ist eine US-amerikanische Tragikomödie von Robert Zemeckis aus dem Jahr 1994. Sie basiert – mit erheblichen Abweichungen – auf dem gleichnamigen Roman von Winston Groom und wurde mit sechs Oscars und drei Golden Globes ausgezeichnet. Für die Darstellung der Hauptfigur erhielt Tom Hanks den Oscar als bester Hauptdarsteller.

3;Terminal;124;Drama;2004;https://images.thalia.media/00/-/7433fb99315c4d29835dca67bb64a239/terminal-dvd-tom-hanks.jpeg;Viktor Navorski versteht die Welt nicht mehr - er war mit dem Flugzeug nach New York gereist, um einen Traum seines Vaters wahr zu machen. Doch darf er das Flughafengebäude nicht verlassen, weil in seinem osteuropäischen Heimatland eine Revolution ausgebrochen...

